text,label
Kawo min ma'aunin.,hausa
Yaran sun koma ranar Lahadi,hausa
Kar ka paka a kofan fita na Kantin sayar da kaya .,hausa
"A'a, ban kai ziyara gidan masu ritaya shekarar da ta gabata ba",hausa
mata ke haihuwa,hausa
"E, na san ƙungiyar Marayu ta Afrika.",hausa
Gashi Godiya yanada tsayi.,hausa
Joda na ɗaya daga cikin ƙasashen Larabawa,hausa
Jafaru ya ce zai bar ƙasar saboda yaƙi.,hausa
Aikin wiring sai da salatef don manne wayoyi da boye inda waya ta fito fili,hausa
Cikin fadar sarakunan Nijeriya suna da kyau,hausa
Mai zanen kayan shafa zai zo nan ba da jimawa ba.,hausa
"Eh, abarba akwai zaaƙi.",hausa
Wakilin al’ummarmu mutum ne mai amana.,hausa
A wasu wuraren ana ma yara mata kaciya.,hausa
Ana yin wajen kwanciyar mara lafiya saboda ɗalibai,hausa
Yakubu ya tafi ya gaishe da surkansa a Gusau.,hausa
Bankunan kasuwanci suna ba da jari ga kasuwanci.,hausa
Maƙwabciya ta ta ce ita 'yar shia ce.,hausa
Siyo masa littafin da ya nema!,hausa
"Aa, In yaji ya yi yawa ya na zama illa a jiki.",hausa
Wakilai na cin abinci a ofishin jam'iyya.,hausa
Sayi manja mai kyau!,hausa
Kafofin sadarwa hanya ce da ake zumunci tsakanin 'yan uwa da abokan arziki.,hausa
Musa ya ari adda dina.,hausa
A al'adar hausa amarya bata zuwa wajan daurin aure,hausa
Kije ki samu kayan da zaki saka na bikin raɗin suna,hausa
Ina son tatsuniya bera da giwa da kawun ya fada mana jiya da daddare …,hausa
Gilashi abun fashewa ne,hausa
Zan yi anfani da butar a ɗakin kwanan ɗaliban.,hausa
Maza da mata duk suna buga ƙwallo,hausa
Wazobiya shi ne naira hamsin.,hausa
Za a gina sababbin shago,hausa
Akwai launukan abincin da gasa su ake yi.,hausa
Ina so in fara safarar shigo da kifi daga Birnin Sin,hausa
Jami’ar Ahmadu Bello tana da babban dakin karatu mai dimbin littafai a cikinsa.,hausa
Meyasa ka fashe min madubin ɗakin kwana na?,hausa
Ladi ta ɗaura zani da riga,hausa
Mutanen Gambiya suna yin Mandinka a matsayin harshensu.,hausa
"E, Sani yi alaƙar aure da Habiba.",hausa
"Agwalima wata na da tsami, wata kuma zaki.",hausa
Eh na taho da shebur.,hausa
Kullum akademiya sai sun turo main saƙo.,hausa
A ina za a gudanar da gasar?,hausa
Na batar da tikitin jirgin kasa na.,hausa
"Yau, alhamis, ne tayi kitso",hausa
Ƴan wasan ƙwaikwayo yawanci sune mashahurai a cikin al'umma,hausa
Ina fahimtar buƙatun jarirai.,hausa
Zamu je shan lemu a sabon shagon da aka bude kusa da mu.,hausa
Tace zata karɓi tayina na tiwita.,hausa
"A najeriya mu na da sojin sama, ruwa da na ƙasa.",hausa
Mawaƙan sun iso jiya.,hausa
"A'a, ya auna a zayaye",hausa
Rara zai yi waƙa a Daudawa.,hausa
Ya yi bayan gida a cikin famfas,hausa
Ku tafi masallaci domin yin sallar Juma'a.,hausa
"Bankin kasuwancin mu shine yake ba 'yan kasuwa rance, lamuni, shawarwari da sauran su",hausa
Tsawonta ƙafa biyar ne kacal.,hausa
An nada yarima Dan ado bayero bayan mutuwar sarki,hausa
Na gaji da shan abarba,hausa
ya je ɗaurin auran ɗanshi,hausa
Kankia ƙaramar hukuma ce a jihar Katsina.,hausa
Ba ni da kuɗin da zan biya Tara na mako-mako,hausa
Ta tsinko gobar maimakon ta bari ta nuna.,hausa
Shekarunka nawa ne?,hausa
Eh na ji sauki kwarai.,hausa
Mama ta gasa nama a cikin tanda,hausa
"Zan iya samun gishiri, don Allah?",hausa
Ee! Tururuwa suna cin tururuwa,hausa
Yar uwata 'yar sanda ce.,hausa
Sabbin mambobin suna buƙatar koyan ayyukan kafin a fara gabaɗaya.,hausa
"Kayan haɗin tsiran alade na gala sune: gari, baking powder, tsunkule na gishiri, man shanu, garin barkono.",hausa
Raƙumin dawa ya fi ko wace dabba tsawo a duniya,hausa
Shugaban samari na ƙungiyar manoma na Wudil ya yi sabon aure.,hausa
Wasu ma'aikatan asibiti sun kware ne wurin bayar da magani.,hausa
Sojin ƙasa da na sama mayaƙa ne.,hausa
Ina kuka je a cikin Zaria?,hausa
Waye ke da nasara a zaben?,hausa
"A Jami'ar mu, babu fannin da ya fi rashin masu son karanta shi kamar fannin binciken tarihin mutanen da",hausa
Hadiza yana son fara fitar da gashi nan bada dadewa ba ya samu afro.,hausa
Kana da abokanai a makaranta?,hausa
"Gwamnatin jiha ta dauke wa iyayen yaran sakandaren gwamnati dinka yinifom, yana kan gwamnati",hausa
Kar a bar kyankyasar ta shiga gidan,hausa
Bandaki Kashi ana Kashi da fitsari na wanka kuma wanka kadai ake yi.,hausa
Za su yanka rago.,hausa
Yara mata suna son wasan 'yar tsana.,hausa
mun ci rawa da aka kunna waƙan,hausa
Eh zai zo.,hausa
Shin akwai mai rike da mukami a cikin danginku?,hausa
Za mu iya gamawa.,hausa
Na halarci bukkunan al'ada guda uku bana.,hausa
"Ee, zan iya aikin sharan",hausa
Baba Jibril malamin addinin musulunci ne,hausa
"Eh,yana da a mataye hudu.",hausa
Baba na ya aura kishiyar maman mu shekarar da ta gabata,hausa
Audu ya tashi,hausa
Mahaifiyata tana da tattaɓa kunne,hausa
a a ba nama,hausa
Yaushe za a chanza muku kayan makarantar ku?,hausa
Yaushe ka je Zaria?,hausa
Na gaji wannan tukunya ɗaga mahaifiyata.,hausa
za a iya soya man tumatir?,hausa
zata nema aiki a shoprite,hausa
Wudil a garin Kano take.,hausa
Eh tun jiya nake fama da ciwon ciki.,hausa
Khadija tana manne da lilo a duk lokacin da muka ziyarci wurin shakatawa .,hausa
Wasu miyagun ’yan siyasa da ke amfani da ’yan iska suna samun su a yankunan ’yan gudun hijira.,hausa
Mun tabbata za mu sami shugabannin kishin kasa nan ba da jimawa ba.,hausa
Jiya mun daka ƙuliƙuli mun saka a banɗace.,hausa
Kada ka kwana gado ɗaya da mai kyazbi !,hausa
Mutane da ban da ban suna zuwa shagon siyayya.,hausa
Ruwan kanimfari yana ƙara gashi,hausa
Kankanar akwai zaƙi kuwa?,hausa
Akwai rassan miliatay daban-daban,hausa
Za mu dafa alale da dafaffen ƙwai.,hausa
Cinnaka sun yi wa USMAN tsiya wanda hakan ya sa shi kuka duk yini.,hausa
Za ka yi wasan tseren?,hausa
Makafi basu yawancin samun damuwan ciwon zuciya da cutar suga.,hausa
Mawaƙa sun yi nasarar rinjayar mutane da yawa.,hausa
Audu zai shiga ƙungiyar asiri.,hausa
Aƙwai soket iri biyu a Najeriya.,hausa
Shi munafuki ne.,hausa
Babu gaske a abun da ya faɗa min.,hausa
A wace ƙasa jirgin zai sauka?,hausa
Zan kai niƙan tumatir.,hausa
Na siya wa keke na sabon feda.,hausa
Shin Bob Marley mawakin Najeriya ne?,hausa
Da yayyafi kogi ke cika.,hausa
Bankin sun ba babanki lamunin kuwa?,hausa
Samar da kaya masu kyau na farawa ne daga saƙa zare,hausa
Biyayyarsa yasa yayan shi ya ba shi mota.,hausa
Sharukhan jarumin fina finan Indiya ne.,hausa
Menene Matsalolin Ƙwarƙwara?,hausa
Tururuwa suna rayuwa fiye da sauran ƙwari.,hausa
Eh babana ne ya mutu,hausa
Da tsattsafi gulbi zai cika,hausa
Gasashshen kashu yafi soyayyar gyada daɗi,hausa
Wanene yake so yayi wasa da karen?,hausa
Eh saboda haka suke saurara.,hausa
Kasuwar kabeji ta bunƙasa.,hausa
A wasu wuraren maza da mata na aski.,hausa
Masu sauraro sun tafi kai tsaye zuwa gidan wasan kwaikwayo.,hausa
Mu na yin amfani da wutar lantarki wurin yin girki,hausa
Maman shi tace nan da shekara biyar za a yi mashi kaciya,hausa
Bai iya cin miyan obono ba,hausa
Sau nawa kake tsaftace ɗakin ka?,hausa
Idanuwan sun makale da kai,hausa
Mangwaran gidanmu sun nuna.,hausa
Sisi itace Rabin kwandala,hausa
An shigo da wasu sabbin motoci ta jirgin ruwa.,hausa
Yara nada rike abu idan an faɗa musu,hausa
Na faɗawa Musa munyi tafiya jiya.,hausa
Ahmad yana so ya karanci Shari'ar Muslunci.,hausa
Kallon wasan kwaikwayo yasa na ilimantu.,hausa
Zaki iya min FaceTime yanzun?,hausa
wani launi ne gashin ku,hausa
Jami'in shige da fice zai zo nan a yammacin yau.,hausa
Da keke na naje gidan abokina,hausa
Yayin da Baba na ya aike Ni kasuwa makon da ya wuce na ga masarar mai zaƙi.,hausa
Ba su buga tambari a fasfo na ba.,hausa
da wayan ofis ɗinsu ta kirani,hausa
Tsintsiya ɗaya ba ta shara.,hausa
Ƴan sanda za su yi kame a mashaya.,hausa
"Haka ne, in za'a gina bayin wanka na zamani za'a sanya bahon tangaran",hausa
Ya ce wannan tafki ne wurin da ya fi so a cikin birnin.,hausa
An hana cin abinci a bayan gida.,hausa
Jaririn zai iya magana?,hausa
Je ka ka share ajin nan!,hausa
Darasin Hausa aka yi yau.,hausa
Yauce suke rufe shagunan?,hausa
Sannan kuma akwai ɗakin bincike na nazarin halittu a makaratun sakandare,hausa
Na ci cucumber dina kafin ka zo.,hausa
Ali ya sayar da wani babur mai kafa uku.,hausa
Awarwaro kayan ado ne na mata.,hausa
Bukin maulidi ya kasance ana yin sa ne a watan Rabi'ul Awwal.,hausa
Gidan rediyo nawa ake dashi a jihar kano?,hausa
An sake shi bisa beli.,hausa
Yanka katakon da sauri.,hausa
Kina cin fara kuwa?,hausa
Jirgin na ɗiban mutane da yawa fiye da Bas.,hausa
Babura suna da madubai biyu a kowane gefe.,hausa
Wasu suna zuwa filin tsalle don kiyaye yaran su dacewa.,hausa
Jibi za'a kawo wa yara keke.,hausa
Kana da sabon rigar da makarantar ta aiwatar?,hausa
"Yara ƙanana sanye da riguna masu shuɗi masu kyau sun yi layi, fuskokinsu na ƙyalli da girman kai na makaranta.",hausa
Masu magungunan gargajiya suna bayar da maganin gargajiya.,hausa
A'a ina da niyyar sayan katifa ta ta kaina,hausa
Yayi ƙaryar makanta domin ya samu muhalli.,hausa
Yanzu na gama tuya da tandan gas ɗina.,hausa
"Amina tana cikin qananan hali, buymt shi ba gunaguni .",hausa
An shirya gadon jaririn kuma ya shirya zuwan jariri.,hausa
Ana biso ne a ranar da mutum ya mutu sai dai idan ya mutum cikin dare ko da yamma.,hausa
Na ga matarka tana cire ciyawar da ta tsiro a gonarta.,hausa
Manoman sun tara kuɗi su sayi abun girbi.,hausa
An zane yaran da suka yi dambe?,hausa
Jiya muna ta bibiyan wasu taurari da suke ta wallafa munanan kallamai wa junansu ta yanar gizo,hausa
Yawancin waɗannan addinan sun yi tasiri sosai ga ci gaban fasaha,hausa
Ana rufin da kankkre,hausa
Ana iya sa titus sardine cikin abinci,hausa
Ta na shigiwa gida ta cire rigar maman ta,hausa
za'a zuba wa hanyarsu kwalta,hausa
Ayyukan da ake yi a otal ɗin Climax ba su da kyau ko kadan.,hausa
Kaduna ta shahara wajen ba da fifiko ga tsarin iyali.,hausa
Aƙwai soket iri biyu a Najeriya.,hausa
Al'adar mutAnan Kano ne yin shagalin sallah tare da sarki,hausa
"A kauyenku, wadanne irin kungiyoyi ne ake da su?",hausa
Jeka aski gashi,hausa
Menene launin fatar Darius?,hausa
Wanda ake tuhuma shine wanda ake tuhuma,hausa
Sarautar gargagiya ba a karɓa karɓa,hausa
Makarantar yaran sun ce za su fara darasin abinci shekara mai zuwa,hausa
Shan miyagun ƙwayoyi bashida kyau ga jiki.,hausa
Zan yaƙe shi idan bai ba kawo littafin labari ba.,hausa
Noma da kiwo shi ne mai taimako daga talauci.,hausa
"A'a, zan tafi da jirgi na biyu.",hausa
Ta gaishe su cikin ƙasƙantar da kai.,hausa
Ki na yin miyar shuwaka ne?,hausa
Ina bin wani mutun naira dubu biyu da tamanin da biyar.,hausa
Titunan Legas sun ci karo da barkwanci yayin da Yaqub ke nishaɗantar da shi da hikayoyinsa.,hausa
Eh har yanzun ta na ƴin karuwanci.,hausa
Ina son kwalliya irin na ranar haihuwa.,hausa
An tace labarai,hausa
A wace kotu suka sulhunta kansu?,hausa
Yaran suna ta rera wakokin gargajiya.,hausa
Da fensir da littafi muka saya a kasuwa,hausa
Babur yana da babban haɗarin hatsari,hausa
Ajin kemistiri zai gudana a ɗaki na huɗu.,hausa
Akwai mai kula da kowana shago a cikin matattara na shaguna.,hausa
"A'a, ban yi ba.",hausa
"A'a, da nisa daga nan.",hausa
Zaa mu iya shiga da safe?,hausa
Za a yi ƙiɗan kalangu gobe.,hausa
Da gishirin kamfanin Ɗangote nake girki,hausa
Na fahimci saitin makirci,hausa
Ginshiƙan Girkanci sun haura sama da wani kyakkyawan gida wanda ke nuna abubuwan ƙira na gargajiya a cikin yanayin zamani.,hausa
Malaman makarantar suna aiki tuƙuru.,hausa
"Eh, ta saya lemun mangoro jiya",hausa
Je ka yi wasa da yaran makwabta!,hausa
intanet ta sa rayuwa tayi sauƙi,hausa
Maikuɗi sunan mace da sunan namiji.,hausa
Zai kawo mata ranar bikinta.,hausa
Mai kwalliyar za ta zo?,hausa
mallamin na Saka hannu a littatafansu,hausa
Kyakyawar Amarya ta nufi wajen angonta lullu6e da farar mayafi.,hausa
Alatu ana nufin da shi tsada ne.,hausa
shinkafa da miyan alayaho muka dafa,hausa
NEPA za ta katse haɗin hasken ku idan ba ku biya kiyasin kowane wata ba.,hausa
An sayar da wata gona dake da bishiyar zogale.,hausa
Shin Mohammed yana neman kujerar Sanata ne?,hausa
Ana amfani da madubin tebur don sutura da kayan shafa,hausa
Yayana shi ne manaja a sabon ofishin.,hausa
"A'a, katsin da kuka saba sani",hausa
Ana yin sifageti da alkama.,hausa
Zarton yana da kaifi?,hausa
An tsara kafso don a hadiye su.,hausa
Ta yi ta bada tsatsuniyarta amma ba wanda ya ji,hausa
Shin kun tabbata kanikanci zai gyara birki yadda ya kamata?,hausa
Sai gobe zanje asibiti.,hausa
Sannan a dora abin da zaa a saka naman a kai.,hausa
Zata fara barin yaran su fara dafa abinci watan gobe,hausa
Duka muna son biskit na Oreo.,hausa
Nan da sati biyu ko gobe,hausa
Kaduna ta taɓa yin amfani da takamaiman nau'ikan jin daɗi na gargajiya don magance rikice-rikice cikin lumana.,hausa
Mutanan ƙasar Cuba nada arzikin bishiyar kwakwa,hausa
An karanta wa wanda ake zargi laifukan da ake zargin shi dashi,hausa
Masara tana da launin ja.,hausa
A'a bata iya girka miyan ganyayyaki,hausa
Hatta mutanen ƙauye za su rinka haihuwa a asibiti ko kuma a wajen ma’aikaciyar haihuwa,hausa
Anyi ruwan sama da yawa a watan Yuli,hausa
Ladi a gidan gajiyayyu take.,hausa
Ana garan makarantar pramari,hausa
Zo ka ajiye allin!,hausa
Wahab baya kusa da gurin wakan.,hausa
Mun je kasuwar ƙauye jiya,hausa
Mai bada shaida zai iya zama kowa wanda yana gani a lokacin da abun ya faru,hausa
usman zasu fita shida abokan shi?,hausa
Da ana yin damben wasa sosai a ƙauyuka.,hausa
Isa ya yi ritaya da ga aikin gidan jaridar.,hausa
Kowane ɗan adam yana amfani da kayan aikin gida a cikin rayuwarsa ta yau da kullun,hausa
Je ka ɗauka jaririn.,hausa
Ni dan jihar Benue ne,hausa
Wa ya daura maka aure?,hausa
Zo mu hau kan dutsen!,hausa
Ana amfani da gwangwani don shayar da tsire-tsire,hausa
"Al’umma na shirin dashen itatuwa, da nufin kawata titunan Kaduna da itatuwan zaitun na Afirka.",hausa
Jiya ne na san ake cin agigi da kossai.,hausa
Hukumar jami'ar ƙasa basu je yajin aikiba a wannan shekara.,hausa
Man fetur ya ƙona gidaje da dama.,hausa
Da noshi daya gwaggon biri zai sumar da mutum,hausa
Ku da suwa kuke hira?,hausa
Lemon kwalaba ya kare a wancan kantin.,hausa
Kuna aron lauje ne idan za ku girbe shinkafa?,hausa
Bala ya ce ya fi son kuɗin bitikoyin a maimakon na zahiri.,hausa
Ana amfani da kabad ɗin ofis don shigar da takardu.,hausa
Kadangare ne ya cije shi a kafa jiya.,hausa
Kowa yasa kaya iri ɗaya a wajan biki.,hausa
Da kilifa ake aske gashi,hausa
Za a iya raba ɗari uku da biyu gida biyu daidai wa daida.,hausa
'Yan yahoo sun raba ma mutane kuɗin kamfanin Momo ta yanar gizo.,hausa
da samari da ƴan matan sun je wurin shakatawa,hausa
Kawata ta dauke mun rigata.,hausa
"Gushirun da ya yi wa man kaɗe dariyar rana, idan ruwa ya sakko zai ji kunya.",hausa
Audu ya bayar da shaida a kotu.,hausa
anjima za'a Tada engine a shagon mu,hausa
Rumbu wajen ajiyar abinci ne,hausa
suwa ke ado da lalle a jikinsu,hausa
Shan lemo yana gyara jiki.,hausa
An saka shi a kurkuku saboda sata.,hausa
"Na gano inda na aje abin askina a falow, yana kan tebur ne",hausa
Ana wasan kwaikwayo a gidan wasan kwaikwayo.,hausa
Ba na son abinci daga gidan abinci,hausa
Yaushe za ki koma gida?,hausa
kawane bangare akwai manajan,hausa
Adama tana kitsa zare,hausa
An ce bai yi laifi ba inji kotun.,hausa
Kar ka sake ka ƙara mun maganar yaƙi kuma!,hausa
Magunguna suna maganin cututtuka ne,hausa
Deborah ta yi shirin zuwa coci da yamma.,hausa
Kafteriyar Snaf yana kan titin Lodge a Kano.,hausa
ku kai kayan lefen anjima!,hausa
Kiristoci suma suna ɗaura aure a coci ko gida,hausa
Ya ce zai kashe talabijin,hausa
Ina cin dafaffen gwaza na tare da miya.,hausa
James ya ƙanƙarar da kifinsa saboda ajiya.,hausa
Yaushe ne malamin Agrik zai zo?,hausa
Aisha ta zubar mun da kalanzir.,hausa
Ajiye jakarka a wajen babban kanti.,hausa
Muntari zai duba wannan kaya da kansa.,hausa
Ango ya biya sadakin aurensa,hausa
Wanene sabon shugaban Paculty?,hausa
Eh na je asibitin makaranta ne.,hausa
Ya karɓo tikitin tafiyar?,hausa
kakanta ya raɗa mata suna,hausa
Namijin kaza shi ne zakara.,hausa
Dajin fata shi ne daji mafi yawa a Amurika.,hausa
Ibrahim yAna gyaran takalami?,hausa
Ya danganta da inda ka tafi bara.,hausa
Malam Habib zai kira taron dangi ranar litinin mai zuwa,hausa
Rufe kofar ofis dina yayin fita.,hausa
"A'a, a daren jiya ba kuɗan zuma ya cije ni ba.",hausa
Ɗan uwana ya gaya mun an bashi nama da yawa bayan da aka yi mai kaciya,hausa
"Hanyoyin dafa abinci na gama gari sun haɗa da tafasa, gashi da soye.",hausa
Ana iya koyon yare ta intanet.,hausa
Baƙin kala zai kawo sauro,hausa
Dawakai suna da dogayen jela.,hausa
Shaye-shaye na gargajiya kamar zobo da kunu ana jin daɗinsu a gida.,hausa
Ganyayyakin na kara kore.,hausa
Na gama wanke shinkafa,hausa
Ɓangaren kayan abinci yana wari saboda ba'a sa soket ɗin firijin daidai ba,hausa
An gina sabon dakin ajiyar na'ura mai ƙwaƙwalwa a makarantar.,hausa
ana saya da sayarwa a kan layi,hausa
Mai ruwa zai zo rafin.,hausa
Zainab za ta kashe tana.,hausa
Baban ta ya ƙure matakai a aikin sojan najeriya,hausa
Zai kai kayan sa tashan mota ta jabi,hausa
cokali ukwu na taliya Zaki ci,hausa
"Eh, ta warke da sauri bayan ta sha Ogmentin.",hausa
Safiya ce ta kalli motar da aka kawo?,hausa
Akwai hukunci a wasan kwallon ƙafa.,hausa
Adamu spent almost an hour testing at the chemistry lab.,hausa
Akwai mulkin farar hula.,hausa
Ka ba ni ruwa a cikin kofin gilashin.,hausa
Ka sami kuɗi a wannan ATM ɗin?,hausa
Nawa kuɗin fulawa yanzu a kasuwa?,hausa
Ruwan khal din ya ƙare.,hausa
Na haihu yau da safe.,hausa
Hukumar ɗaukar ɗalibai ke zaɓar mutanen da za su ɗauka a jami'ar.,hausa
An faɗa min sauro yana kawo zazzaɓin malariya.,hausa
Wasu mata suna sawa mazan su hanu a fuska idan suna rikici,hausa
Ka sha maganin mura?,hausa
Zakuje london a wannan shekarar?,hausa
wakilan Jam'iyya suna dakon sakamako,hausa
Mijin Ladi ne.,hausa
"A'a, ba tafiya zan yi da ita ba.",hausa
Ba a izinice kayan don fitarwa ba.,hausa
A wajenshi indomie ba abincin da yakamata a ci kullum,hausa
Sadakin dubu ɗari ne.,hausa
Raken yana da gaɓa hudu.,hausa
Waye mutum ne wanda ya iya yare biyu?,hausa
Akwai gidajen jin kai kala-kala a garurwan mu,hausa
Akwai wasanni da ake yi na duk duniya wanda ake cewa olympics.,hausa
Na saka wa babur na sa fetur,hausa
Amadu ya sayi sabuwar mota ranar lahadi.,hausa
Ina karatu a Maiduguri.,hausa
Zamu ci biredi da kifin gwangwani,hausa
Kina ajiye kuɗi a wajen matan ƙauyen?,hausa
Ina son na siya kofunan ƙasa.,hausa
Shin akwai masu addinan gargajiya kuwa a garin nan masu bautar gumaka?,hausa
Ka ba mu misali ɗaya na tatsuniyoyin wawantaka na ogre.,hausa
Mata sun fi maza son rawa da waka.,hausa
Za'a bashi yara ya koya musu aikin walda,hausa
ana samun cutar kyanjamau ta amfani da raza,hausa
Ina hanyar zuwa kaɗa kuri'a.,hausa
zaya Bada makudan kuɗi a gidan marayun,hausa
Yan matan kullum suna cikin sashen kayan kwalliya.,hausa
Ina ne ɗakin ajiye amarya kafin aure?,hausa
Frintan ofishinmu ya daina aiki.,hausa
Naira maitan aka ba ta.,hausa
Munje Enugu munci Abacha abin ciye-ciye mai daɗi,hausa
sumar yarinyar da aka aske ya fito?,hausa
Tijani ya siya ma matan sa abin wuya a wajen Mustapha .,hausa
Ka na da sassaƙen maɗaci?,hausa
Launi na kayan soja ya bambanta dangane da reshen sabis,hausa
Za mu yi noman masara da yawa,hausa
Ciwon ciki da gyambon ciki na iya faruwa daga dalilai iri-iri.,hausa
Auren mace ɗaya daga mijin sai matar shi,hausa
zebiran Yagudu daga gidan zu din,hausa
leman mangoro yana da kauri,hausa
"Eh, Yana da tsayin mita ɗaya da sentimita tamanin.",hausa
Abubakar da Sim na da alaka?,hausa
Akwai lab ɗin ilimin sunadarai.,hausa
za'a Gina hanyaa kan dutsen,hausa
Ban gan zarto din ba wajen da na ajiye shi.,hausa
Kande tana wankan jego.,hausa
Matsin abokanai yana da matuƙan tasiri.,hausa
Za ki bashi dama ya fahimce ki?,hausa
Har ya je asibiti don a mai alluran tetanus,hausa
Wa zai kai amarayar?,hausa
"Inibi shi ma kayan marmari ne da ke sa ingantaccen bacci, kare ido da samar da isasshen ruwa a jiki.",hausa
"A tsawon lokacin karatun, sadaukarwar mai gadin ta taka muhimmiyar rawa wajen kiyaye harabar makarantar.",hausa
"Bikin sabuwar shekara sau da yawa lokaci ne na tunani, ƙuduri, da sabon mafari.",hausa
ɗankwairo mawakin jama'a ne,hausa
Guda uku ne kawai.,hausa
Shugabannin dalibai na kula da sauran dalibin makaranta,hausa
An gyara muku taransifoma kuwa?,hausa
Kina amfani da masoro a girki?,hausa
Dambu abincin arewa ne da ake dafawa ta tururi.,hausa
Yaran suna wasan tsere tsere.,hausa
Ana yanka katako ne da zarto.,hausa
Alhaji kabiru ne yayan alhaji nasiru,hausa
Ma'askan zamani basu iya yin kaciya,hausa
Unguwar zoma ce ta karbi haihuwa na a asibiti.,hausa
Iyaye mata ba sa ɗaura aure.,hausa
Me ake kiran gidajen yari yanzu?,hausa
"Nuna sha'awa, juyawa, rantsuwa, da nadin sarauta duk wani bangare ne na tsarin daukar taken.",hausa
A'a da can bamu da sashen nazarin harshen Hausa a jami'a,hausa
Ana girki akan itace.,hausa
Jaririn ya fara rarrafe a watan da ya gabata.,hausa
Yaushe za'a waso wuƙar?,hausa
A ina za a ɗaura auren?,hausa
An kafa majalisar ɗinkin duniya a shekara ta alif ɗari tara da arba'in da biyar.,hausa
Lokacin da na ga ci gaba a iliminsa.,hausa
Musa zai share filin wasa a matsayin hukuncin lefin da yayi,hausa
Shekaran jiya muka je gidan gajiyayu da gwamna elrufai,hausa
A shekarar bara noman rani kika yi ko na damina?,hausa
Tsallake shataletale da ƙafa yana da haɗari sosai.,hausa
"A tsarin ɗaukan aiki, sojoji basa ɗaukan mutumin da yake da hawan jini da kuma basir.",hausa
Jiya an faɗi wanda suka ci zaɓe.,hausa
Jirgin ruwa yana tafiya da manyan kwantena daga wani wuri zuwa wani .,hausa
Ku share baƙin allo!,hausa
Ana amfani da bokiti ne wurin wanka.,hausa
a zuba busasshen kifin nan?,hausa
Zan iya yin wasan kalankuwa.,hausa
Sai na halarci bikin ƙawata ranar Masoya ta duniya,hausa
Duk wanda yayi wa Bello aiki zai bashi tatsuniya,hausa
tana San zama mallama in ta girma,hausa
"Aa, mai kula da jarabawar baya ofishin sa",hausa
Na sayo tumatir da attarugu da kuma albasa a kasuwa zan yi miyar dage dage.,hausa
Maʼaikatan banki duka basu da lafiya.,hausa
Mutane su na bauta wa abin bauta daban daban kafin zuwan addini,hausa
Ya mutu sakamakon wutar lantarki da ta ja shi.,hausa
Mene ne banbanci kusa da setin kusa?,hausa
Da katako ake yin gado.,hausa
Nan da watanni shidda matana za ta haihu.,hausa
Taburin guga na ɗakin kwana.,hausa
Wane gidan cin abinci kuke ba da shawarar?,hausa
Shin yanzu zakuyi kwana da kadija?,hausa
Na ce ma babana ya saya mun lemon screaming eagle sati mai zuwa,hausa
Eh gobe zan gyara jakar,hausa
Abba ya soya mana kifi,hausa
Kitson fatewo ƙanwa ta za ta yi,hausa
Zaka biyoni shagon aski?,hausa
Mallam Ali ya zo tare da 'ya'yansa maza guda biyu shagon aski.,hausa
Giwa na ɗaukan abinci da hanci ne,hausa
Ta kai mijinta kara ofishin Hizba.,hausa
"Ee, an yi wa jaririn aski.",hausa
Dan kokawa na al'umma ya rasa kafafunsa biyu ga abokin hamayyarsa,hausa
tun Asuba ta markaɗa waken da zatayi allala da shi,hausa
Noman gwanda na Fahad yana bunƙasa kasancewar yanayin damina na Najeriya.,hausa
Shekaru masu shekaru suna da sunaye daban-daban .,hausa
An ba shi suna Òche dan an haife shi ran da aka yi ma baba'n nadin sarauta.,hausa
Tushin koko da ke gidan kaka na ya girme ni da shekara goma.,hausa
Ka biya sadaki ne?,hausa
Kar ki fita gobe!,hausa
An keɓe hotal ne don baƙi da yin lalura.,hausa
Mata na jinin al'ada kowane wata,hausa
Furodusan ya ce zasu fito da sababbin finafinai,hausa
Munyi jarabawar mu ta ƙarshe a tiyata,hausa
Babansu ya zama difiti eya mashal,hausa
Shin Khalid da Khadija masoyan Oreos ne lokacin da suke Legas?,hausa
An watsar da al'adar yin tatsuniya.,hausa
"Fim ɗin addini yana faɗa mana Allah, da Manzon ko Mala'iku",hausa
Ta wanke tukunyar domin dafa naman kai.,hausa
Zan iya dandana duka 'ya'yan itatuwan da baba ya kawu?,hausa
Ina charbi ɗin ya ke?,hausa
Zan wurgar da ayaba gobe don,hausa
Sabo zai nuna amana.,hausa
Mutane suna taruwa saboda dalilai da daban daban.,hausa
Bishiyar mangwaro duk shekara take ƴaʼya.,hausa
Wannan wajen cin abincin na sa maggi da yawa a abinci.,hausa
Ka siyo mana lemon buta tar,hausa
"Yan Makaranta suna yin waƙar kai, kafaɗa, gwiwa da yatsar ƙafa.",hausa
Ee za ku iya shawo kan jarabar miyagun ƙwayoyi,hausa
Mutane suna zuwa siyayya a manyan kantuna,hausa
"Eh,sai gobe zan tafi.",hausa
Abokai na kwarai za su gafarta wa juna idan suka yi fushi da juna.,hausa
Da kau sosai,hausa
A da auren musulmai na da sauki,hausa
A'a sai gobe zai sayi baƙin takalmin,hausa
Gwamnati zata kawo sabobin dokoki tashar hawa mota,hausa
Ka tabbatar ka haƙi zinare!,hausa
Ƴar'uwata ta san duk waƙoƙin da ke cikin fim ɗin: Makarantar Sakandare Musical.,hausa
Karfe nawa ne sallan juma'a ?,hausa
