text,label,char_count,word_count
"""Kó lọ Ìkòyí!"" Bàbá Bọ̀dé gbà á nímọ̀ràn.",yoruba,41,8
This prompted a call for a transatlantic dialogue on minority political participation that included best practices from the United States' Civil Rights Movement.,English,161,23
Anyị ga-aga asọmpi ịgba ọsọ riilee n'ọnwa na-abịa.,igbo,50,8
Má lò si bi ipàdé ègbè tó lò làná mò,yoruba,36,10
Mo gbàgbé láti fọ eyin mí lana.,yoruba,31,7
Ana m ebipụta kaadị nkwado ọhụrụ,igbo,32,6
Ṣé ìwọ ní asọ̀tàn tí ó dára jù lọ?,yoruba,34,9
Ɗari sau huɗu shine Arbamiyya.,hausa,30,5
ị na-eji plasta paris?,igbo,22,4
"Béèni, awọn oṣiṣẹ n wọ ìwòyè wọn",yoruba,32,7
Arizona is one of less than a dozen states with maps that must receive federal approval before implementation under Section 5 of the 1965 Voting Rights Act.,English,156,27
The conventional history of the franchise in the United States in its first century of democratic life is a narrative of inclusion and progress.,English,144,24
"Agwara m ya, kwụsị ilele mmanwụ!",igbo,32,6
Calibration is a multi-step process.,English,36,5
Otu onye nkụzi na-akụzi ihe ọmụmụ nịle n'ụlọ akwụkwọ praịmarị.,igbo,62,10
Ìwà ọ̀daràn pọ̀ ní gẹ́tò,yoruba,24,5
Wace jam'iyyar siyasa ce take mulkar Nigeria?,hausa,45,7
Vera Brittain was an author and peace activist between the World Wars in Britain.,English,81,14
"When packages shipped outside the U.S. reach the destination country there is a chance additional taxes, duties or fees will be assessed.",English,137,22
Provides information from floristic and systematic investigations of the flowering plants phanerogams of Andean South America.,English,128,16
Staff worked well together to provide an improving quality of education for the pupils.,English,87,14
Their history goes way back to central asian nomads.,English,52,9
Ndị nchekwa ụlọ akwụkwọ nwụchiri Curtis,igbo,39,6
Fọlá máa ń wọ ẹ̀kú Egungun tẹ́lẹ̀.,yoruba,34,7
Sísá eré ni Yorùbá ń pè ní eré orí ọ̀dàn,yoruba,51,10
E gburu Okonkwo Asaá na nwata,igbo,29,6
Wa zai kai amarayar?,hausa,20,4
A tún ọwọ́ balùwẹ̀ ṣe ní ọdún tí ó kọjá.,yoruba,40,10
Sekiut breka ga-agbanyụ ngwaọrụ eletrik ma ọbụrụ na eweta ókụ́ eletrik juru eju nke ukwuu.,igbo,90,15
Ofiisi nne m ha adịghị oké anya site n'ebe anyị bi,igbo,50,11
Madubin gefen hagu na motar ta fashe.,hausa,37,7
Ụlọ akwụkwọ sekọndịrị bụ ụlọ akwụkwụ ogo ya ka nke prịmarị,igbo,58,11
"Idan ba ka da wayo a jigilan jama'a,za'a iya sata kayakin ka.",hausa,61,12
Ndị mmadụ nà ndị ényí ndị nọ ebe tere áká na-eji vidiyo wéré akpakọrịta ụká,igbo,75,15
M ga-ewere ntụgharị aka ekpe site na njikọ iji ruo n'ogige ahụ?,igbo,63,12
Redio station dị be nwaanyị na-eme mkpọtụ.,igbo,42,7
"The Award recognizes local chambers for their outstanding achievement in promoting the industrial, commercial and social welfare of their respective communities.",English,161,21
Obìnrin arúgbó náà gbé ní àdúgbò gẹ́tò,yoruba,38,7
Ụfọdụ ngwaahịa ga adị ọnụ ana na ahịa ụlọ  ngwaahịa,igbo,51,10
Agara m Ụlọikpe Magịstretị,igbo,26,4
Àkànnì máa ń fẹ́ràn láti ma jẹ́ kùkúḿbà,yoruba,40,8
"The objective of this document is to identify the primary issues the local builderdeveloper community is experiencing with the local board of health and the regional health district, the letter reads.",English,201,31
A middle-class German-Jewish family is chronicled before and during the Holocaust in this photographic essay.,English,109,15
Mba egusi emechala,igbo,18,3
Ṣe o ni awọn orin Bob Marley eyikeyi?,yoruba,37,8
Mutanen da sun fi amfani da jakuna da dawakai wurin tafiye-tafiye.,hausa,66,11
Na ci abinci a tashan mota ta jabi,hausa,34,8
Doctors recommended it as a great source of fiber.,English,50,9
Argentina could well become the cornerstone for a new era.,English,58,10
Àwọn ọkùnrin máa ń rí àwọn obìnrin àwélẹ́wà gẹ́gẹ́ bí àyò.,yoruba,58,11
Muna da UBA a wushishi.,hausa,23,5
Damage to the motherboard can cause the phone to be unable to power on.,English,71,14
Akwai mutane da yawa a hol ɗin banki,hausa,36,8
"These work much better than so-called Wi-Fi Extenders, which just push a weak signal around a home.",English,99,17
"Awọn ẹjọ jẹ nigbati awọn ẹgbẹ meji kò gbà. Ẹ̀gbẹ̀ kan, olufisun, sọ̀ pẹ̀ ohun kan ṣẹlẹ̀, àti pe ẹ̀gbẹ̀ miiran, olùjẹ̀jọ̀, dáhùn ni ilẹ̀-ẹjọ̀.""",yoruba,142,25
Ụlọ akwụkwọ m nyere m rịbọn uhie n'izu gara aga.,igbo,48,10
Gudu na nesa ya kunsa gudu na tsawon lokaci.,hausa,44,9
Mò wù ìwà ọmọ́lùàbí ní ọdún tó kọjá,yoruba,35,8
"The manor of Ash Eisse was held when the Survey of Domesday was taken by one Robert, under Henry de Ferrars.",English,110,21
Ṣé wọ́n máa ń fọ òpópónà mọ́ déédéé?,yoruba,36,8
Yana da yawan share mutane shiyasa bana son shi.,hausa,48,9
Journal of Environmental Planning and Management 568 1-25.,English,59,8
"ee, ọ na-amasị m ịgụ akụkọ anụmanụ.",igbo,35,7
"Nítorí àǹfàní rẹ̀, bàbá mi pàṣẹ kí á jẹ ọ̀gẹ̀dẹ̀ náà",yoruba,52,11
The Sourcebook is a collection of public domain and copy-permitted texts related to medieval and Byzantine history.,English,115,17
Ka san danki?,hausa,13,3
"Amina tana cikin qananan hali, buymt shi ba gunaguni .",hausa,54,10
"Her concern grew when she realized that not only were the students generally uninformed, they were often misinformed.",English,117,18
Onye bi na ụlọ ala na eritu osiso karịa onye bi na ụlọ elu,igbo,58,14
Stimulated Raman Scattering and Coherent Anti-Stokes Raman Scattering provide quantitative imaging of the density of resonant vibrational modes within a focal volume.,English,166,22
Ọrịa kansa na-egbu mmadụ.,igbo,25,4
Tufan aikin sojoji yafi kyau a Najeriya.,hausa,40,7
Researchers think that Tylenol's ability to reduce fever during the onset of a stroke helps a patient during their long-term recovery.,English,134,21
"Don Joaquin Pardo de Tavera, his uncle, a Spanish lieutenant married to Gertrudis Gorricho and the young Trinidad Hermenegildo became so close that his uncle treated him as his own son.",English,185,31
Ndị uweoji kagidere nwaokorobịa ahụ bu ụgbọala anya,igbo,51,8
Ṣọ́lù wà fún bíbo tàbí wíwé ọmọwọ́.,yoruba,35,7
Kọ́lá ni olórí àwọn ọkùnrin ilé ìwé rẹ.,yoruba,39,8
Ṣé lóòótọ́ ni pé ó ní Ọgbẹ́ inú?,yoruba,32,8
"Ee, m ga-akpọta ụmụaka mgbe m ga-aga ileta ya n'ime obodo ezumike nka.",igbo,70,13
Ina aji biyar a firamare,hausa,24,5
e ji igwe akwado ụlọ.,igbo,21,5
Nju oyi dị n'ọfịịsi nna m mebiri emebi.,igbo,39,8
"Coral and fish are abundant and there's also a good chance that you'll be able to spot sea turtles, rays, eels, and small reef sharks.",English,134,25
Use this comparison to determine particular programs where this school offers value relative to other colleges.,English,111,16
"Cars Memory Game for Kids isone of the new popular learning games for kids, standing side byside with challenging brain teasers, concentration games for kids,crossword puzzles and other problem solving apps!",English,207,31
Menene Matsalolin Ƙwarƙwara?,hausa,28,3
"N'oge na-adịghị anya, nsachapụ agbụrụ ga-abụ ihe ochie.",igbo,55,8
Girmama yana kula da dangantaka,hausa,31,5
"Eh, sirdin babur din a jiƙe su ke.",hausa,34,8
Ibu ndi ọkwa akwa na achọ ya mma.,igbo,33,8
Èdè Yorùbá tún ni ẹ̀ka èdè.,yoruba,34,6
Àwọn kan máá ń kọ́ gbọ̀ngàn fún ìpàdé ẹbí,yoruba,41,9
Aha ya bụ Ikenna.,igbo,17,4
Ya karɓo tikitin tafiyar?,hausa,25,4
Yayan abokina rafa ne a sitadiyom da ake buga ƙwallo.,hausa,53,10
Yan siyasa na yiwa mutane alkawari lokacin zabe,hausa,47,8
"Ọganihu nkà na ụzụ n'ụlọ ọgwụ ga-agụnye nyocha na ọgwụgwọ nke nwere ọgụgụ isi na-arụ ọrụ, ọgwụ ahaziri onwe ya, na ịwa ahụ roboti.",igbo,130,24
Talabijin ɗin wajen gyaran gashin tana yi?,hausa,42,7
It is supposed to give us energy.,English,33,7
Àwọn ọ̀rẹ́ kan sọ ara wọn di olofoofo àwọn gbajúmọ̀.,yoruba,52,10
She became only the third prime minister since the Second World War to gain power in this way.,English,94,18
Malaman makarata suna da mutunci a idon mutane,hausa,46,8
Na ji labarin hatsarin a talabijin,hausa,34,6
Mayya ce ta kama ta.,hausa,20,5
Papa ya ga-eburu ya gaa n'ụlọ ahịa ọkpụisi echi,igbo,47,9
Oṣù méjìlá ló wà lọ́dún kan,yoruba,27,6
zata feke Mani fensir anjima,hausa,28,5
"When society rejects any notion of God, and His claim in Jesus Christ to us, by way of Him saving us from sin, groups within society take it upon themselves to step into the place that God has been ejected from.",English,211,41
Ngalaba agụmakwụkwọ ọbụla di Mahadum Naijiria nwere ụlọ ha.,igbo,59,9
Ntuli aka na-ekpebi onye nwere ọkwa ọchịchị na gọọmentị.,igbo,56,9
Chika ga-na anụ drip mgbe ị bịara.,igbo,34,7
"Project Director Statement So much of what is portrayed in the media about indigenous cultures focuses on loss and disappearance, but what is really happening in Indian country today is a vibrant cultural revival.",English,213,34
"Mr. Hastings proposed using the OSCE and the PA as a framework for increased informal dialogue among the countries in the region, and also discussed greater involvement in OSCE work to combat anti-Semitism and discrimination against Muslims.",English,241,37
"Almost a quarter of military personnel identify as atheist, agnostic or having no religious preference 2010 MAFF study based on Department of Defense data.",English,157,24
Ọ́sun-òṣogbo júbà òrìṣà odò,yoruba,27,4
Yusuf ya ce ba zai sake gwada yin wasan damben gargajiya ba.,hausa,60,12
"In five apparently innocuous or even silly lines, it sums up every awful thing we know about women's historically overlooked contributions to, and devalued participation in, human intellectual progress 7 April 1852.",English,216,32
Mai gabatarwa da mai rahoto suna aiki tare.,hausa,43,8
We have processed the treatment of age-related cataracts in canines and experimental models of cataract in rabbits.,English,115,17
O getere Ngigi o ji ami azụ,igbo,28,7
O dara ki o jẹun ki o le ṣe idiwọ ọgbẹ,yoruba,38,11
Gidan yarin mata na masu laifin mata ne kawai.,hausa,46,9
Ọbẹ̀ ilá ni a fi jẹ ẹ̀bà,yoruba,24,7
Ị haziela ngwa eletriki ndị a?,igbo,30,6
Kílódé tí ẹ fi ń jẹun ní pálọ̀?,yoruba,31,8
The Oceanis 331 is a Beneteau yacht built in 20002001.,English,55,10
"Bẹ́ẹ̀ni, ẹyẹ ìdì náà n fò",yoruba,25,6
Shi munafuki ne.,hausa,16,3
Kyaftin ya kira abokan jirgin ruwan don ganawa,hausa,46,8
Eh haka aka ce.,hausa,15,4
That means cloud bases are generally above sea level except where noted.,English,72,12
"Dr. Kalmin has been widely published on a variety of topics, including pancreatic disease, gastrointestinal bleeding, and enteral access.",English,137,19
"The more situations you encounter, the faster you will be able to process information and act accordingly when the time comes.",English,126,21
Ha gotara ụkọrọ egwu akụ na-eche enyi.,igbo,38,7
"Eh, malamin zai yi magana da Amina",hausa,34,7
Tutoring is an age-old practice and we are all familiar with the concept in secondary and tertiary education.,English,109,18
"Yet, while in some ways tangential to the fulfillment of inquisitors' overall goals of combatting heresy, these documents demonstrate the many important ways in which such ideological struggles took place amid other more mundane distractions and concerns.",English,255,37
The treatise is ascribed to Odo since he is mentioned in the appendix of this work.,English,83,16
More recent books on study mention the mind map below.,English,56,10
Da gishirin kamfanin Ɗangote nake girki,hausa,39,6
ṣèbi èniti ó ri inú ti ó ri ódé nikán ni ólúmòrán òkán?,yoruba,55,13
Ilé-ìkawe jẹ ìbùdó ẹkọ tí o ní orísun.,yoruba,38,8
Eriri eji atụ ihe ahụ kwesịrị ịdị abụọ.,igbo,39,8
Suna koyan wasannin da za ayi wa mutane.,hausa,40,8
Èmi àti àwọn ọ̀rẹ́ mi yóò ṣètò orin kan lọ́dún tó ń bọ̀,yoruba,55,13
Olùkọ́-agba náà gbé bọọdi funfun kan wá sí kíláàsì mi lánàá.,yoruba,60,11
Awọn ilọsiwaju ninu eto-ẹkọ le ja si idanimọ ti o gbooro ati oye ti awọn eto ibile wọnyi,yoruba,88,18
It's worth noting that the 16 scientists who signed the editorial aren't alone.,English,79,13
"Since the information on the Draft Registration Card was given directly by the individual in question, it is often more reliable than that found in censuses, obituaries, monique lhuillier tea length wedding records, and others whose information was provided second or third hand by a spouse or child.",English,300,48
A ba matukin wani Abu!,hausa,22,5
Wọ́n ni kọ́lẹ́ẹ̀jì ni Ọ̀gbẹ́ni Musa ti ń ṣíṣe tẹ́lẹ̀,yoruba,52,10
"Once they attach, ticks will feed on your blood and become engorged over a period of 72 to 96 hours.",English,100,20
Mo rí àbúrò Màríà nínu aṣọ Navy.,yoruba,32,7
Mai kwalliyar za ta zo?,hausa,23,5
Awọn àmì ojú ònà ṣe itọsọna awọn aririn ajo si awọn ibi ti wọn lọ.,yoruba,66,15
Ita ce mahaifiyar ka?,hausa,21,4
Za mu kai ziyara gidan wata ƙawarmu shi ne muka wuce kasuwa domin mu siyo mata kankana da ayaba.,hausa,96,19
Ha nọ n'ọfịs onyeisi ụlọ akwụkwọ mahadum ?,igbo,42,8
Wasu bishiyoyi suna ba da 'ya'ya sau ɗaya a shekara,hausa,51,10
Za mu yi amfani da kwan lambu mai dadi don yin miya gobe.,hausa,57,13
Fi ṣàjá ti mó rà lànà yèn sinú ápótí ẹstẹnṣọn,yoruba,56,10
Aga m eji eriri lelee nha isi gị,igbo,32,8
Enweghị ohere nne na nna ga-emebi ụmụaka ha n'oge n'adịghị anya.,igbo,64,11
Òṣìṣẹ́ ọ̀rìnlélọ́ọ̀ọ́dúnrún-dín-ẹ̀ta ni wọ́n gbà.,yoruba,57,5
"Managing a retail store requires inventory control, personnel management, watching for crime, keeping up with trends, financial management, and more.",English,149,20
Àwọn ọkọ̀ àti ọkọ̀-ayọ́kẹ́lẹ́ máa gbé àwọn ènìyàn àti ẹrù láti ibi kan dé ibòmíràn lórí ilẹ̀.,yoruba,93,17
"The sooner we develop an effective system to find what we seek, the better.",English,75,14
Ụkwa ruo oge ya ọ daa,igbo,21,6
Enweghị m ike iche maka oge mango ọzọ n'afọ ọzọ.,igbo,48,10
Malamin turanci ya ce mu shirya jarabawar sa a makon jiya,hausa,57,11
"It may be too technically difficult, too expensive compared with other fuels, or too polluting.",English,95,15
"This means consistently accurate results in temperature monitoring for all of the industries we cater to fishing, fresh produce, chemical and pharmaceutical medical.",English,167,23
Ba ni da kuɗin ashobin.,hausa,23,5
Àbo-Ìfọwọ́ Ilé-ìwẹ̀ máa ń sábà jẹ́ aláwo,yoruba,40,7
Ndi gọọmenti chiburu achị nọkarịrị mkpụrụ ụbochị nnarị anọọ n'iri ise.,igbo,83,11
"As already mentioned, stress can contribute to a flare-up.",English,58,9
Horse Hoof Problems  Bruises A bruised hoof can cause varying degrees of lameness.,English,83,14
Onye nkụzi nyere m ihe omume n'ọnụọgụgụ narị iteghete ruo narị iteghete na isii.,igbo,80,14
The next level in the hierarchy is integration of specially structured molecules into functional machines.,English,106,15
Agam ezu ike na ihe ekeresimesi,igbo,31,6
Dandanon Uda yana da wuyar siffantawa.,hausa,38,6
Máa kó àwọn ọ̀gẹ̀dẹ̀ tó ti bàjé ní ọjà láti fi ṣe ọ̀gẹ̀dẹ̀ olómi mi.,yoruba,68,15
All members of the faculty are available to students for assistance and guidance regarding their progress and their plans for the future.,English,137,22
Ọlọ́kọ̀ tí ó bá gba ọ̀nà ibi tí kò yẹ kó gbà yóò fojú ba òfin.,yoruba,62,16
Sé o gbọ́ ìtànkálẹ̀ ìròhìn náà.,yoruba,31,6
"Ee, Ogechi jere ije rụọ n'ugbo ụnyaahụ.",igbo,39,7
Tunkiya na cin garin masara a kasuwa.,hausa,37,7
Ụmụ akwụkwọ Mahadum Saịprọs na-amụ asụsụ Grik.,igbo,46,7
Onye na-azọ ọkwa onyeisiala nke APC ọ meriri ntuliaka ahụ.,igbo,58,10
Tope lò bè ègbòn è wó ni àlágbòn làná,yoruba,37,9
Wasu matan na zuwa shagon aski dan yin aski.,hausa,44,9
Namijin kaza shi ne zakara.,hausa,27,5
Collins second strategy was to develop the guerrilla war.,English,57,9
Je ka ƙirawo mutanen adimin!,hausa,28,5
Tuntube zubewa ya tafi da kafa,hausa,30,6
"Commissioner Flavia Piovesan, the rapporteur for Panama echoed the sentiment that indigenous stakeholders could feasibly administrate protected areas.",English,150,18
Tíṣà bìọ̀lọ́gì mi sọ pé labalábá ma ń ran èso lọ́wọ́.,yoruba,53,11
M ga-enwe iko tii abụọ n'ụtụtụ echi,igbo,35,7
"Ee, aga m aga Lọndọn n'afọ ọzọ.",igbo,31,7
Duk lokacin da wanda aka cuta yayi tsinewa yana bin wanda ya cuta.,hausa,66,13
Ṣé o máa ń rán aṣọ?,yoruba,23,6
Ahịa mkpụrụ osisi dị nso osimiri,igbo,32,6
"Maazị Nonso gara zụọrọ ụmụ ya íhé egwuregwu n'ụlọahịa shọpanshọp, Asaba.",igbo,72,11
"Ní ò̩la, màá so̩ fún o̩mo̩ mi láti lo̩ ge̩ fadán.",yoruba,54,11
"Click arrowheads to expand or collapse contents ASL 122 AMERICAN SIGN LANGUAGE II 5 Develops a basic syntactic knowledge of American Sign Language ASL, basic vocabulary and basic conversational skills.",English,205,30
Makarantar yaran sun ce za su fara darasin abinci shekara mai zuwa,hausa,66,12
Kẹ̀kẹ́ ò lè sáré tó mọ́tò,yoruba,25,6
"The USDA devoted 3 million to a project along the Cache and White rivers in Arkansas, where The Nature Conservancy will work with landowners to protect or restore 2,000 acres of wetland habitat this year.",English,205,35
"So finding out things like that, with brain science, is important.",English,66,11
"No, I don't have that information.",yoruba,34,6
Èmi yóò pè ọ́ lórí audio call.,yoruba,30,7
Awọ dára fún bàtà.,yoruba,18,4
"This is due to its practical applications, growing supply and demand on a global scale, and its political support as a clean alternative fuel.",English,142,24
"Exactly six years later, the postage rate was reduced to three cents when New York Senator Daniel S. Dickinson fathered legislation that simultaneously initiated coinage of the tiny silver three-cent piece as a public convenience.",English,230,35
Táíwò fọ aṣọ ìrọ̀rí mọ́.,yoruba,24,5
A na-akpọ ndị na-akụzi ihe na mahadum ndị nkuzi,igbo,47,9
Ina so naje ganin abokina a wajen canji gobe,hausa,44,9
Simbiat tana karanta sakonninta a Snapchat.,hausa,43,6
Pápákọ̀ òfurufú Murtala Muhammed ní abala méjì,yoruba,46,7
It just shows us how complex the chips are.,English,43,9
Esemokwu ahụ kpatara nghọtahie ndọrọ ndọrọ ọchịchị,igbo,50,7
Sai mutum ya daɗe a aikin gwamnati ya ke kaiwa matakin daracta,hausa,62,12
"Ee, ọ na-amasi m ka a jide m n'ukwu na kọseti",igbo,45,11
ẹwọ́n alabò to pojú,yoruba,19,4
Addinin Musulumci ya ummarci mutane su girmama na gaba da su.,hausa,61,11
Ị ga-ezigara akwụkwọ ozi ahụ n'ọdụ ụgbọ elu Abuja!,igbo,50,9
Ị na-aga ahịa echi?,igbo,19,4
"During pregnancy, many women develop hypo or hyper thyroidism.",English,62,9
"E, ina son wasan ƙwallon kwando.",hausa,32,6
Abin jona Wuta abu ne me kyau na kayan wuta.,hausa,44,10
Àkàrà òyìnbó gba lílo oven.,yoruba,27,5
Shugabannin dalibai na kula da sauran dalibin makaranta,hausa,55,8
m ga-eme mkpesa maka ọnụ ahịa nri na Restọrantị a,igbo,49,10
Worm castings are the nutrient-dense fertilizer created by earthworms as they move through the dirt.,English,100,15
Olayinka ní ẹ̀tọ́ nítorí àjọṣepọ̀ ẹbí rẹ̀ tó lágbára.,yoruba,53,9
This is why the commemoration will also delve into the 500-year period before 1819.,English,83,14
"The Institutional Review Board on the Use of Human Subjects in Research Date of Current Revision February, 2010 Responsible Officer Chair, Institutional Review Board This policy provides for the establishment of the Institutional Review Board IRB at the University to oversee all human research at the university.",English,317,47
"It'spractically impossible, like Mr. Leighton mentioned, to fight amultinational agri-chemical organizations but even more so when there'sonly a trickle of accurate education being given to the public.",English,203,27
"In fact, some ants help with the prevention of other pests!",English,59,11
Ọ sikwara na ya ga-egote ndị dị oke ọnụ.,igbo,40,9
This makes sense if you think of breastfeeding as a survival skill nature builds into babies.,English,93,16
This study is the fourth in a series of surveys in New Zealand looking at the appropriateness of advice given by pharmacies and HFS for a range of medical conditions.,English,166,30
What is the 'treatment' for savant syndrome?,English,44,7
Obinna na-enwe obi mgbụ,igbo,23,4
Ìyá rẹ á kọ́ ọ bí o ti lè se ọbẹ̀ efinrin.,yoruba,47,12
Most affected persons die in infancy.,English,37,6
"HAIs are responsible for significant patient mortality, causing an estimated 99,000 deaths each year in the United States.",English,122,18
Wanene ya taimaka maka da kayan?,hausa,32,6
Duka muna son biskit na Oreo.,hausa,29,6
Ìbásepọ̀ máa n wá ní ìpele,yoruba,26,6
Babban yaya na yana aiki a'kan takaddan shi. Za'a bugo shi ba da daddewa ba.,hausa,76,15
Ihe ọṅụṅụ Coke nwere nnukwu shuga,igbo,33,6
Yarinya tana son kudi kawai.,hausa,28,5
"In recent years the coffee berry borer beetle has been ravaging coffee farms in the Kona area, with over 90 of coffee operations on Hawaii Island being affected.",English,162,28
Azụtara m Ịnyịnya ụnyahụ,igbo,24,4
Ìdáná máa n wáyé kí ìgbéyàwó ilé ìjọsìn tó wáyé ní òde òní.,yoruba,59,13
Irú óyé wó ló jè làná?,yoruba,22,6
"Rare side effects of corticosteroids include stomach ulcers, headaches, or cataracts.",English,85,11
Bíà palọ̀ jẹ́ yàrá nínú ilé ìgbàlejò níbi tí wọ́n tí ń ta ọtí,yoruba,61,14
We will be seeking feedback from students on a regular basis to ensure quotas are being used effectively.,English,105,18
"As we have explained in the last paragraph, the inverter air conditioner units may vary its capacity according to their needs, this makes the consumption to get adapted and lowers the electrical consumption significantly.",English,221,34
"In addition to the historical collections, the exhibit features the work of contemporary artists from the Plateau region.",English,121,18
Segun bụ onye nta akụkọ si Afikpo,igbo,33,7
Ụmụaka ndị nwoke nwere mmasị n'ebe futubọọlụ dị,igbo,47,8
Ọkàn nínú àwọn olóyè akẹ́kọ̀ọ́  ló gbàdúrà fún àwọn akẹ́kọ̀ọ́ nínú ìpàdé ti àárọ̀ yìí,yoruba,85,15
Àìsàn jẹjẹrẹ ló pa ìyá Abike,yoruba,28,6
The teacher-education program at Hope provides prospective teachers with a blend of classroom instruction and field experience.,English,127,17
Here's how the cities stack up The survey was conducted to better understand consumer thinking toward traffic congestion as the issue reaches crisis proportions nationwide and higher levels of auto emissions stir environmental concerns.,English,237,34
Egwuregwu na-enye ndị mmadụ obi aṅụrị,igbo,37,6
Mkpụrụ osisi tanjerin na oroma bụ udiri mkpụrụ osisi a na-akpọ sitriki,igbo,70,12
Za a iya samun fiza a 'Dominos Fiza',hausa,36,8
The purpose of the Johnson Creek Habitat Assessment and Stream Stabilization Project was to identify and prioritize a limited number of projects that will begin to mitigate the degraded hydrological and habitat conditions in the upper Johnson Creek watershed.,English,259,39
kusan kowa yayi ciwanciki Mai zafi kusa lokaci bayan lokaci,hausa,59,10
Filin wasan ƙwallon ƙafa yana da tsayin yadi ɗari.,hausa,50,9
"Eé, nnwa m akwụsịla ịmị aka.",igbo,28,6
"Gallagher says that once established, the maintenance requirements of a native garden are very low.",English,99,15
Obìnrin náà yóò gbé pẹ̀lú àwọn tí wọ́n jọ jẹ́ ìyàwó ní abúlé,yoruba,60,13
Mà á kọ́ ẹ ní bí à á ti í gbá bọ́ọ̀lù aláfigigbá jù sí ihò.,yoruba,59,16
Edé kikù dára fún oúnjẹ sísè,yoruba,28,6
"Rárá, òun kọ́ ló ń tan fáànù",yoruba,28,7
"While water issues have long been on the international agenda, the debate on how to meet the growing global demand for freshwater has intensified in recent years over 800 million people currently lack access to safe drinking water, while about 2.5 billion lack access to adequate sanitation.",English,292,47
Both James and Flanagan are concerned to refute the popular perception that the sciences of the mind pose a threat to meaning and particularly to meaningful processes of human growth and transformation.,English,202,32
Yaya ake tsaftace hakora a cikin gidan wanka?,hausa,45,8
"In the 1870s, John Wesley Powell noted that grasshoppers and crickets were collected in droves, roasted like seeds and ground down to be eaten as a mush or in cakes.",English,165,30
Oyè obìnrin ni iyalode,yoruba,22,4
The Fed has made huge loans to private lenders and bought over 1 trillion of mortgage securities and hundreds of billions of dollars of long-term treasury bonds.,English,162,27
Pa Snapchat yẹn rẹ!,yoruba,19,4
Ọmọkùnrin olórí náà já fáfá gan-an.,yoruba,35,6
Kun gaida tsohon da kuka wuce?,hausa,30,6
"Ee, aha Igbo na-atọ ụtọ.",igbo,24,5
"There are 360 64GB SLC SSDs, with RAID 5 for the data files and RAID 10 for the log file.",English,89,20
Maa ra sipiriti fun o bi a ba dele.,yoruba,35,9
"When Charles Powell, Thatcher's private secretary, summoned a group of leading historians to Chequers, on 24 March 1990, to discuss the implications of reunification, the news leaked.",English,183,27
Man zaitun na maganin ciwon ulsa.,hausa,33,6
Ọkọ̀ náà yóò gbé ọjà tuntun wá ní ọjọ́ ẹtì,yoruba,42,10
Nínú ọ̀pọ̀lọpọ̀ ẹ̀yà ọ̀rọ̀ ìfẹ́ láàrín ènìyàn méjì máa ń wà ní ìpamọ́.,yoruba,87,13
Akwai labaran dabbobi da yawa a duniya.,hausa,39,7
A zamanin da yinɓu ake amfani da shi a haɗa tubali da tubali har a gama gini.,hausa,77,17
Me yasa kuka raina shugaban sassan?,hausa,35,6
Baba na ya bawa manemin yayata lis ɗin ahalin mu a sadaki.,hausa,58,12
Yi nazarin mahallin tarihi na mulkin kama-karya.,hausa,48,7
Mmiri mmiri na-arịa ọrịa.,igbo,25,4
It is also mentioned as the summer residence of the Olympian Gods.,English,66,12
Àánú máa ń lọ sí ibùdó ìsíra kan ní Ibadan,yoruba,42,10
"Ee, Chidimma ga-ekusi mụ ka e si akụ ịgba",igbo,41,9
"The scientists found no change in growth between 1890 and 1970, but a sharp increase since the 1990s, as they published in Current Biology on February 22, 2011.",English,160,28
Àwọn àṣà ìbejì lè ní í ṣe pẹ̀lú àwọn ayẹyẹ pàtàkì àti ìbùkún fún ìbejì.,yoruba,71,15
Mista Biigz bụbu otu n'ime udịri ụlọ oriri na ọṅụṅụ kachasị ochie,igbo,65,12
Ban taba zabe ba.,hausa,17,4
Zaki dabba ne mai ban tsoro.,hausa,28,6
Jami'an kula da shige da ficen Najeriya ruwan ƙasa ne.,hausa,54,10
Ẹkùn yóò pa ẹranko tí ó ba wa ni àyíká rẹ̀ nígbà tí ebi bà ń paa,yoruba,64,17
A ga-egolu umuaka egbe egwuregwu.,igbo,33,5
Kin sayi tagullar,hausa,17,3
"Mba, Onye njikwa ụlọ akụ ahụ abịaghị ọrụ",igbo,40,8
Zandafa doya da Ganyen pumpkin.,hausa,31,5
"He was educated at King's School, Parramatta and Matriculated in 1933.",English,70,11
Àwọn ọmọ ilé ìwé poli món pọ.,yoruba,29,7
Ina son zurfafa-soya fuka-fukan kaji har sai sun yi laushi.,hausa,59,10
Șadé da géșà sínú ẹyin tí ó dín,yoruba,31,8
"Mmọnwụ ịzaga, ọ ga-agba echi?",igbo,29,5
"This presents a major problem for scientists, because it seemingly violates the laws of physics.",English,96,15
Kakan Mohammed shine shugaban mulkin soja na karshe a Najeriya,hausa,62,10
Achịcha bụ nri nwaafo eji ede emere anwụrụ ọkụ esi,igbo,50,10
O nwere ụfọdụ ihe o jiri ọnụ ya kwuo ụnyaahụ na-amasịghị m.,igbo,59,12
Zan je sayan blo gobe.,hausa,22,5
Onye makanik ahụ rụziri m krank ọgbatumtum m.,igbo,45,8
Kínni ìdí tí a fi lé akẹ́kọ̀ọ́ náà kúrò nílé ìwé.?,yoruba,50,11
Kina ajiye kuɗi a wajen matan ƙauyen?,hausa,37,7
